GeoId|Geography|LEAID|Year|Iteration|CDP02.2_10est|CDP02.2_10moe|CDP02.2_11est|CDP02.2_11moe|CDP02.2_11pct|CDP02.2_11pctmoe|CDP02.2_12est|CDP02.2_12moe|CDP02.2_12pct|CDP02.2_12pctmoe|CDP02.2_13est|CDP02.2_13moe|CDP02.2_13pct|CDP02.2_13pctmoe|CDP02.2_14est|CDP02.2_14moe|CDP02.2_14pct|CDP02.2_14pctmoe|CDP02.2_15est|CDP02.2_15moe|CDP02.2_15pct|CDP02.2_15pctmoe
97000US4680439|Irene-Wakonda School District 13-3|4680439|2014-2018|102|375|90|0|9|0.0|5.2|25|19|6.7|4.9|215|67|57.3|8.8|135|43|36.0|8.4|0|9|0.0|5.2
97000US4900390|Iron School District|4900390|2014-2018|102|9750|265|0|24|0.0|0.3|880|232|9.0|2.4|6005|314|61.6|3.1|2860|243|29.3|2.2|0|24|0.0|0.3
97000US0684500|Irvine Unified School District|0684500|2014-2018|102|36335|1410|0|29|0.0|0.1|2780|365|7.7|1.0|22500|1138|61.9|1.9|11060|834|30.4|1.9|0|29|0.0|0.1
97000US3407680|Irvington Township School District|3407680|2014-2018|102|10545|739|1440|298|13.7|2.6|895|222|8.5|2.1|6145|599|58.3|3.9|2060|305|19.5|2.5|0|28|0.0|0.3
95000US0403960|Isaac Elementary District|0403960|2014-2018|102|8535|644|270|115|3.2|1.4|830|166|9.7|1.8|7435|615|87.1|2.1|0|26|0.0|0.4|0|26|0.0|0.4
95000US3407710|Island Heights Borough School District|3407710|2014-2018|102|145|51|0|12|0.0|19.9|10|10|6.9|7.6|135|49|93.1|7.6|0|12|0.0|19.9|0|12|0.0|19.9
97000US5303750|Issaquah School District|5303750|2014-2018|102|23520|945|2265|329|9.6|1.3|1610|263|6.8|1.1|13120|722|55.8|2.2|6525|544|27.7|2.1|0|28|0.0|0.1
97000US0500021|Izard Cty Consolidated Schools|0500021|2014-2018|102|540|130|30|24|5.6|4.4|30|21|5.6|3.6|260|62|48.1|9.5|220|95|40.7|11.1|0|12|0.0|5.8
97000US0403990|J. O. Combs Unified School District|0403990|2014-2018|102|9210|1034|0|26|0.0|0.4|910|340|9.9|3.5|5760|665|62.5|4.6|2540|556|27.6|4.3|0|26|0.0|0.4
97000US2700231|Jackson County Central School District|2700231|2014-2018|102|1305|84|185|74|14.2|5.2|80|32|6.1|2.5|675|63|51.7|4.5|360|47|27.6|3.4|0|12|0.0|1.3
97000US1200960|Jackson County School District|1200960|2014-2018|102|7150|226|485|158|6.8|2.1|325|87|4.5|1.2|4235|164|59.2|2.5|2105|172|29.4|2.0|0|28|0.0|0.6
97000US5400540|Jackson County School District|5400540|2014-2018|102|4505|241|360|127|8.0|2.6|235|101|5.2|2.3|2670|214|59.3|4.2|1240|154|27.5|3.0|0|21|0.0|0.7
97000US2200780|Jackson Parish School District|2200780|2014-2018|102|2835|84|250|80|8.8|2.7|210|66|7.4|2.4|1735|102|61.2|3.6|640|102|22.6|3.5|0|19|0.0|1.2
97000US3407740|Jackson Township School District|3407740|2014-2018|102|9810|625|0|28|0.0|0.3|530|173|5.4|1.7|5960|533|60.8|3.4|3320|390|33.8|3.7|0|28|0.0|0.3
97000US0500419|Jacksonville North Pulaski School District|0500419|2014-2018|102|6355|585|705|217|11.1|3.2|765|199|12.0|3.0|3410|483|53.7|5.7|1480|336|23.3|4.7|0|25|0.0|0.5
97000US5100036|James City County Public Schools|5100036|2014-2018|102|12385|285|830|209|6.7|1.6|735|193|5.9|1.6|7150|344|57.7|2.4|3665|234|29.6|1.9|0|28|0.0|0.3
97000US3407770|Jamesburg Borough School District|3407770|2014-2018|102|1305|266|185|139|14.2|9.8|160|117|12.3|8.3|650|282|49.8|20.6|315|192|24.1|13.9|0|17|0.0|2.5
97000US3800021|Jamestown Public School District 1|3800021|2014-2018|102|2600|171|145|68|5.6|2.5|260|106|10.0|4.1|1425|153|54.8|5.0|770|113|29.6|3.7|0|15|0.0|0.8
95000US4400510|Jamestown School District|4400510|2014-2018|102|895|198|75|59|8.4|7.2|45|50|5.0|5.6|600|187|67.0|11.2|180|91|20.1|9.3|0|18|0.0|4.1
97000US5507020|Janesville School District|5507020|2014-2018|102|11330|508|825|160|7.3|1.4|720|167|6.4|1.5|6505|459|57.4|2.6|3275|290|28.9|2.4|0|20|0.0|0.2
97000US2791451|Janesville-Waldorf-Pemberton|2791451|2014-2018|102|1105|108|125|41|11.3|3.4|85|25|7.7|2.3|555|78|50.2|4.1|345|47|31.2|4.2|0|12|0.0|1.6
97000US3600007|Jasper-Troupsburg Central School District|3600007|2014-2018|102|675|124|50|25|7.4|3.6|40|15|5.9|2.5|465|111|68.9|6.3|120|36|17.8|5.2|0|12|0.0|4.7
97000US2007750|Jayhawk Unified School District 346|2007750|2014-2018|102|525|153|30|34|5.7|6.4|20|17|3.8|3.5|260|99|49.5|11.0|215|86|41.0|11.9|0|10|0.0|4.6
97000US1303000|Jeff Davis County School District|1303000|2014-2018|102|3360|266|220|121|6.5|3.6|190|107|5.7|3.2|1825|202|54.3|6.1|1120|256|33.3|6.2|0|21|0.0|1.2
97000US1303030|Jefferson City School District|1303030|2014-2018|102|2360|282|135|68|5.7|2.8|85|55|3.6|2.4|1435|210|60.8|5.8|705|179|29.9|6.4|0|21|0.0|1.7
97000US1303060|Jefferson County School District|1303060|2014-2018|102|2950|125|165|106|5.6|3.5|270|128|9.2|4.2|1735|133|58.8|5.0|780|98|26.4|2.6|0|21|0.0|1.3
97000US1200990|Jefferson County School District|1200990|2014-2018|102|1775|92|145|73|8.2|3.8|155|95|8.7|5.5|1050|135|59.2|7.4|430|84|24.2|4.5|0|21|0.0|2.2
97000US5400570|Jefferson County School District|5400570|2014-2018|102|10030|187|730|154|7.3|1.5|650|153|6.5|1.5|5890|182|58.7|1.9|2760|153|27.5|1.5|0|27|0.0|0.3
97000US2200810|Jefferson Davis Parish School District|2200810|2014-2018|102|6545|240|640|176|9.8|2.5|300|107|4.6|1.6|3695|151|56.5|2.8|1915|198|29.3|2.6|0|26|0.0|0.5
97000US2200840|Jefferson Parish School District|2200840|2014-2018|102|73990|720|7380|632|10.0|0.8|4960|489|6.7|0.7|42185|621|57.0|0.9|19465|602|26.3|0.8|0|29|0.0|0.1
97000US5507050|Jefferson School District|5507050|2014-2018|102|2200|219|120|57|5.5|2.6|140|60|6.4|2.7|1220|158|55.5|4.5|720|136|32.7|4.8|0|14|0.0|0.8
97000US3407800|Jefferson Township School District|3407800|2014-2018|102|3895|389|360|134|9.2|3.5|185|76|4.7|2.0|2000|364|51.3|6.4|1355|243|34.8|5.8|0|22|0.0|0.8
97000US1303090|Jenkins County School District|1303090|2014-2018|102|1450|252|110|66|7.6|4.4|235|144|16.2|9.0|725|182|50.0|9.9|385|177|26.6|11.7|0|19|0.0|2.7
97000US2103000|Jenkins Independent School District|2103000|2014-2018|102|625|162|0|11|0.0|4.7|65|50|10.4|7.5|290|101|46.4|9.8|270|96|43.2|11.3|0|11|0.0|4.7
97000US3407830|Jersey City School District|3407830|2014-2018|102|39055|1242|6030|521|15.4|1.2|2960|325|7.6|0.9|20700|890|53.0|1.4|9365|615|24.0|1.4|0|28|0.0|0.1
97000US2103030|Jessamine County School District|2103030|2014-2018|102|10075|306|695|212|6.9|2.0|540|150|5.4|1.5|6210|292|61.6|2.6|2630|217|26.1|2.1|0|27|0.0|0.3
97000US0507920|Jessieville School District|0507920|2014-2018|102|795|290|120|99|15.1|11.4|40|41|5.0|5.4|460|205|57.9|12.9|175|114|22.0|11.7|0|17|0.0|4.0
97000US2007800|Jetmore Unified School District 227|2007800|2014-2018|102|265|46|10|7|3.8|4.2|10|11|3.8|4.4|150|34|56.6|9.5|95|28|35.8|9.3|0|10|0.0|9.0
96000US3300003|John Stark Regional School District|3300003|2014-2018|102|795|262|0|18|0.0|3.7|0|18|0.0|3.7|0|18|0.0|3.7|795|262|100.0|3.7|0|18|0.0|3.7
97000US3100176|Johnson County Central Public Schools|3100176|2014-2018|102|680|70|50|23|7.4|3.0|100|32|14.7|4.6|330|57|48.5|6.4|200|40|29.4|5.4|0|9|0.0|2.9
97000US2103060|Johnson County School District|2103060|2014-2018|102|3305|206|175|92|5.3|2.7|305|102|9.2|3.3|2070|190|62.6|3.9|755|126|22.8|3.4|0|18|0.0|0.9
97000US1303120|Johnson County School District|1303120|2014-2018|102|1610|152|160|51|9.9|3.0|150|68|9.3|4.1|795|95|49.4|7.3|505|146|31.4|7.0|0|19|0.0|2.5
97000US5603770|Johnson County School District 1|5603770|2014-2018|102|1435|90|0|17|0.0|2.2|100|70|7.0|5.2|1040|137|72.5|6.8|295|61|20.6|4.0|0|17|0.0|2.2
97000US5507170|Johnson Creek School District|5507170|2014-2018|102|870|107|90|33|10.3|3.7|70|25|8.0|2.8|485|89|55.7|6.8|225|52|25.9|5.3|0|9|0.0|2.0
97000US4400540|Johnston School District|4400540|2014-2018|102|3865|427|145|89|3.8|2.4|225|151|5.8|4.0|2465|462|63.8|7.8|1030|257|26.6|6.3|0|24|0.0|1.0
97000US1303150|Jones County School District|1303150|2014-2018|102|5725|170|480|159|8.4|2.6|450|172|7.9|3.0|3320|256|58.0|4.6|1470|128|25.7|2.1|0|25|0.0|0.7
97000US1700015|Joppa-Maple Grove Unit District 38|1700015|2014-2018|102|345|127|15|15|4.3|4.0|35|26|10.1|6.8|180|87|52.2|14.1|115|58|33.3|12.1|0|11|0.0|7.7
97000US4900420|Jordan School District|4900420|2014-2018|102|66070|1540|0|27|0.0|0.1|5170|551|7.8|0.8|42200|1345|63.9|1.3|18700|872|28.3|1.1|0|27|0.0|0.1
97000US4900450|Juab School District|4900450|2014-2018|102|2655|92|0|18|0.0|1.1|200|72|7.5|2.7|1605|105|60.5|3.4|855|88|32.2|2.9|0|18|0.0|1.1
97000US5507230|Juda School District|5507230|2014-2018|102|280|98|4|6|1.4|3.4|15|17|5.4|4.8|165|72|58.9|8.2|90|22|32.1|9.3|0|9|0.0|6.1
97000US0200210|Juneau Borough School District|0200210|2014-2018|102|5545|166|615|143|11.1|2.5|465|127|8.4|2.3|2950|224|53.2|4.1|1515|161|27.3|2.6|0|20|0.0|0.4
97000US4680437|Kadoka School District 35-2|4680437|2014-2018|102|725|107|0|9|0.0|2.7|95|44|13.1|5.0|445|77|61.4|5.6|180|46|24.8|6.6|0|9|0.0|2.7
97000US0200360|Kake City School District|0200360|2014-2018|102|110|34|10|9|9.1|10.8|4|5|3.6|7.5|60|21|54.5|11.3|30|15|27.3|9.9|0|9|0.0|16.6
97000US5303810|Kalama School District|5303810|2014-2018|102|1080|221|0|17|0.0|3.0|55|33|5.1|3.4|610|172|56.5|8.8|415|124|38.4|8.7|0|17|0.0|3.0
97000US5400600|Kanawha County School District|5400600|2014-2018|102|28500|348|1755|328|6.2|1.1|2200|318|7.7|1.1|16580|513|58.2|1.8|7965|319|27.9|1.0|0|27|0.0|0.1
97000US4900480|Kane School District|4900480|2014-2018|102|1235|114|0|16|0.0|2.4|75|67|6.1|5.5|670|103|54.3|8.0|490|102|39.7|6.0|0|16|0.0|2.4
97000US2007950|Kansas City Unified School District 500|2007950|2014-2018|102|24215|591|1750|247|7.2|1.0|1880|258|7.8|1.0|14585|526|60.2|1.8|6005|360|24.8|1.4|0|24|0.0|0.1
97000US0200005|Kashunamiut School District|0200005|2014-2018|102|335|50|45|15|13.4|3.5|30|11|9.0|3.2|195|35|58.2|4.8|65|18|19.4|4.1|0|9|0.0|5.8
97000US5507290|Kaukauna Area School District|5507290|2014-2018|102|5245|420|550|138|10.5|2.5|395|100|7.5|2.0|2820|332|53.8|4.4|1480|263|28.2|4.3|0|16|0.0|0.3
97000US2007970|Kaw Valley Unified School District 321|2007970|2014-2018|102|2110|276|90|38|4.3|1.9|190|62|9.0|3.1|1215|216|57.6|5.0|620|121|29.4|4.6|0|15|0.0|1.2
97000US3407860|Keansburg Borough School District|3407860|2014-2018|102|1835|282|255|111|13.9|6.7|165|193|9.0|9.8|1150|213|62.7|9.6|265|129|14.4|6.6|0|17|0.0|1.8
97000US3407890|Kearny Town School District|3407890|2014-2018|102|6425|449|540|196|8.4|3.0|455|148|7.1|2.3|3845|382|59.8|3.8|1580|218|24.6|3.2|0|25|0.0|0.5
97000US5303870|Keller School District|5303870|2014-2018|102|85|37|0|12|0.0|30.7|4|6|4.7|9.3|50|24|58.8|20.0|30|24|35.3|19.9|0|12|0.0|30.7
97000US5300003|Kelso School District|5300003|2014-2018|102|5305|465|370|164|7.0|2.9|160|85|3.0|1.7|3155|365|59.5|4.2|1615|277|30.4|4.8|0|22|0.0|0.6
97000US0200390|Kenai Peninsula Borough School District|0200390|2014-2018|102|9940|192|675|129|6.8|1.2|630|140|6.3|1.4|5745|172|57.8|1.8|2890|143|29.1|1.3|0|22|0.0|0.2
97000US3407920|Kenilworth Borough School District|3407920|2014-2018|102|1530|251|30|41|2.0|2.9|190|156|12.4|9.3|895|194|58.5|8.7|410|178|26.8|11.8|0|17|0.0|2.1
97000US5303930|Kennewick School District|5303930|2014-2018|102|20095|789|1310|291|6.5|1.4|1865|318|9.3|1.6|11740|624|58.4|2.0|5180|434|25.8|1.8|0|28|0.0|0.2
97000US5507320|Kenosha School District|5507320|2014-2018|102|23875|502|1590|292|6.7|1.2|1910|269|8.0|1.1|13565|439|56.8|1.5|6810|408|28.5|1.6|0|20|0.0|0.1
97000US2400450|Kent County Public Schools|2400450|2014-2018|102|2595|132|170|109|6.6|4.1|250|86|9.6|3.3|1400|106|53.9|4.6|780|113|30.1|4.0|0|19|0.0|1.2
97000US5303960|Kent School District|5303960|2014-2018|102|30745|1225|1985|319|6.5|1.0|2640|375|8.6|1.3|16505|909|53.7|2.1|9610|827|31.3|2.2|0|28|0.0|0.1
97000US2103090|Kenton County School District|2103090|2014-2018|102|19980|556|1995|283|10.0|1.3|1195|242|6.0|1.2|11395|454|57.0|1.9|5390|305|27.0|1.3|0|27|0.0|0.1
97000US0200150|Ketchikan Gateway Borough School District|0200150|2014-2018|102|2370|65|200|45|8.4|1.9|160|50|6.8|2.2|1360|75|57.4|3.0|655|59|27.6|2.3|0|15|0.0|0.8
97000US5303990|Kettle Falls School District|5303990|2014-2018|102|755|182|0|17|0.0|4.2|10|9|1.3|1.5|525|136|69.5|7.6|220|83|29.1|7.6|0|17|0.0|4.2
97000US5503510|Kettle Moraine School District|5503510|2014-2018|102|4835|396|365|100|7.5|2.1|345|110|7.1|2.2|2570|323|53.2|4.0|1560|255|32.3|4.8|0|16|0.0|0.4
97000US5507380|Kewaskum School District|5507380|2014-2018|102|2705|263|180|80|6.7|3.0|105|43|3.9|1.8|1705|237|63.0|5.4|710|130|26.2|4.2|0|14|0.0|0.6
97000US5507410|Kewaunee School District|5507410|2014-2018|102|1200|155|95|50|7.9|4.1|40|21|3.3|1.8|720|113|60.0|5.9|340|82|28.3|4.9|0|12|0.0|1.4
97000US3407950|Keyport Borough School District|3407950|2014-2018|102|1070|221|120|73|11.2|7.8|95|77|8.9|7.1|735|231|68.7|10.5|120|58|11.2|5.6|0|17|0.0|3.0
97000US3800389|Kidder County School District 1|3800389|2014-2018|102|400|86|20|10|5.0|2.8|10|12|2.5|4.5|220|51|55.0|5.7|145|50|36.3|6.8|0|9|0.0|4.9
97000US5507440|Kiel Area School District|5507440|2014-2018|102|1620|154|120|57|7.4|3.5|70|32|4.3|1.9|1035|121|63.9|5.1|395|82|24.4|4.2|0|12|0.0|1.1
97000US5507470|Kimberly Area School District|5507470|2014-2018|102|5365|392|415|121|7.7|2.3|255|94|4.8|1.8|3275|356|61.0|3.9|1425|222|26.6|3.7|0|16|0.0|0.3
97000US3800025|Kindred Public School District 2|3800025|2014-2018|102|780|127|75|30|9.6|3.6|45|19|5.8|2.8|450|81|57.7|5.9|210|70|26.9|7.2|0|9|0.0|2.5
97000US0400295|Kingman Unified School District|0400295|2014-2018|102|9545|654|900|252|9.4|2.5|490|185|5.1|1.9|5380|509|56.4|3.9|2775|432|29.1|3.9|0|29|0.0|0.4
97000US2700007|Kingsland Public School District|2700007|2014-2018|102|925|136|75|29|8.1|3.2|60|27|6.5|2.5|515|97|55.7|5.4|270|56|29.2|5.3|0|12|0.0|1.9
96000US3407980|Kingsway Regional School District|3407980|2014-2018|102|2390|290|0|22|0.0|1.3|0|22|0.0|1.3|810|172|33.9|5.5|1580|222|66.1|5.5|0|22|0.0|1.3
95000US3007980|Kinsey Elementary School District|3007980|2014-2018|102|65|38|4|5|6.2|11.1|4|3|6.2|11.3|55|37|84.6|17.7|0|10|0.0|28.5|0|10|0.0|28.5
97000US2307140|Kittery|2307140|2014-2018|102|750|163|0|14|0.0|3.0|80|57|10.7|7.2|520|146|69.3|15.1|150|107|20.0|12.5|0|14|0.0|3.0
97000US2791447|Kittson Central School District|2791447|2014-2018|102|365|64|40|17|11.0|4.3|35|23|9.6|5.6|190|34|52.1|6.4|100|28|27.4|5.7|0|9|0.0|4.7
97000US4107020|Klamath County School District|4107020|2014-2018|102|6405|343|0|25|0.0|0.5|250|81|3.9|1.3|4390|329|68.5|3.2|1765|210|27.6|2.9|0|25|0.0|0.5
97000US4107080|Klamath Falls City Schools|4107080|2014-2018|102|3600|376|0|22|0.0|0.9|290|88|8.1|2.4|2215|313|61.5|4.8|1095|179|30.4|4.5|0|22|0.0|0.9
97000US0200450|Klawock City School District|0200450|2014-2018|102|125|27|0|9|0.0|14.7|15|8|12.0|10.3|80|23|64.0|10.0|30|13|24.0|8.8|0|9|0.0|14.7
97000US4100040|Knappa School District 4|4100040|2014-2018|102|660|170|0|12|0.0|4.8|35|32|5.3|5.3|425|144|64.4|12.2|200|93|30.3|12.0|0|12|0.0|4.8
97000US2103120|Knott County School District|2103120|2014-2018|102|2315|89|75|49|3.2|2.1|225|87|9.7|3.7|1425|110|61.6|4.5|590|49|25.5|2.2|0|18|0.0|1.3
97000US2103150|Knox County School District|2103150|2014-2018|102|5235|281|370|141|7.1|2.7|375|140|7.2|2.7|2970|259|56.7|3.8|1520|173|29.0|2.6|0|21|0.0|0.6
97000US0200480|Kodiak Island Borough School District|0200480|2014-2018|102|2745|120|355|105|12.9|3.6|190|69|6.9|2.6|1470|103|53.6|3.9|725|96|26.4|2.9|0|15|0.0|0.7
97000US5507500|Kohler School District|5507500|2014-2018|102|545|102|30|17|5.5|3.1|20|11|3.7|2.0|295|70|54.1|7.8|200|55|36.7|7.2|0|9|0.0|3.2
97000US0200760|Kuspuk School District|0200760|2014-2018|102|395|44|50|11|12.7|2.9|35|9|8.9|3.5|210|33|53.2|6.0|95|21|24.1|4.6|0|9|0.0|4.9
97000US5507530|La Crosse School District|5507530|2014-2018|102|7390|363|685|147|9.3|1.9|560|174|7.6|2.4|4275|326|57.8|3.2|1865|200|25.2|2.4|0|20|0.0|0.2
97000US5507560|La Farge School District|5507560|2014-2018|102|390|92|25|14|6.4|4.3|35|17|9.0|3.9|255|72|65.4|7.3|80|29|20.5|5.8|0|9|0.0|4.4
97000US4107200|La Grande School District 1|4107200|2014-2018|102|2695|190|0|19|0.0|1.2|260|128|9.6|4.6|1600|153|59.4|4.8|835|114|31.0|3.7|0|19|0.0|1.2
97000US2200960|La Salle Parish School District|2200960|2014-2018|102|2695|147|130|72|4.8|2.6|170|94|6.3|3.5|1520|140|56.4|4.7|880|119|32.7|4.0|0|19|0.0|1.3
97000US2003300|Labette County Unified School District 506|2003300|2014-2018|102|1215|169|85|35|7.0|3.0|90|38|7.4|3.1|590|111|48.6|6.1|450|114|37.0|7.3|0|15|0.0|2.0
97000US2700125|Lac Qui Parle Valley School District|2700125|2014-2018|102|910|71|85|25|9.3|2.8|85|23|9.3|2.5|520|68|57.1|4.2|220|35|24.2|3.7|0|12|0.0|1.9
97000US5507590|Ladysmith School District|5507590|2014-2018|102|915|105|85|42|9.3|4.6|40|25|4.4|2.9|510|91|55.7|7.2|280|77|30.6|7.4|0|9|0.0|1.9
97000US2914400|Lafayette County C-1 School District|2914400|2014-2018|102|1340|276|65|57|4.9|4.0|150|134|11.2|9.1|895|190|66.8|8.6|230|75|17.2|5.7|0|15|0.0|2.0
97000US0500065|Lafayette County School District|0500065|2014-2018|102|740|113|125|59|16.9|6.9|60|47|8.1|6.4|365|80|49.3|8.1|190|51|25.7|6.4|0|17|0.0|4.3
97000US2200870|Lafayette Parish School District|2200870|2014-2018|102|42565|622|3855|544|9.1|1.2|2890|515|6.8|1.2|24640|744|57.9|1.6|11180|360|26.3|0.9|0|29|0.0|0.1
97000US2200900|Lafourche Parish School District|2200900|2014-2018|102|17885|281|1610|271|9.0|1.5|1095|217|6.1|1.2|11030|377|61.7|2.2|4155|263|23.2|1.4|0|29|0.0|0.2
97000US0200485|Lake and Peninsula Borough School District|0200485|2014-2018|102|315|95|35|16|11.1|3.0|25|10|7.9|3.6|165|53|52.4|4.8|90|29|28.6|4.0|0|9|0.0|6.1
95000US5500013|Lake Country School District|5500013|2014-2018|102|330|87|30|23|9.1|7.1|20|22|6.1|6.8|280|77|84.8|8.2|0|9|0.0|5.2|0|9|0.0|5.2
97000US2791445|Lake Crystal-Wellcome Memorial|2791445|2014-2018|102|1250|113|145|44|11.6|3.2|60|23|4.8|2.0|715|86|57.2|5.1|330|69|26.4|5.0|0|12|0.0|1.4
97000US0600027|Lake Elsinore Unified School District|0600027|2014-2018|102|26780|1218|0|29|0.0|0.1|2290|459|8.6|1.5|16445|857|61.4|2.1|8045|683|30.0|2.3|0|29|0.0|0.1
97000US1000790|Lake Forest School District|1000790|2014-2018|102|4795|520|425|174|8.9|3.3|455|166|9.5|3.2|2755|371|57.5|5.3|1155|233|24.1|4.6|0|21|0.0|0.6
95000US5507620|Lake Geneva Joint No. 1 School District|5507620|2014-2018|102|2060|343|0|14|0.0|0.8|290|104|14.1|5.1|1775|332|86.2|5.1|0|14|0.0|0.8|0|14|0.0|0.8
96000US5507650|Lake Geneva-Genoa City Union High School District|5507650|2014-2018|102|1455|215|0|16|0.0|1.2|0|16|0.0|1.2|0|16|0.0|1.2|1455|215|100.0|1.2|0|16|0.0|1.2
97000US5507680|Lake Holcombe School District|5507680|2014-2018|102|310|63|20|10|6.5|3.0|10|10|3.2|2.1|185|44|59.7|7.4|100|30|32.3|7.8|0|9|0.0|5.5
97000US5507710|Lake Mills Area School District|5507710|2014-2018|102|1695|208|100|50|5.9|3.1|90|44|5.3|2.6|1140|183|67.3|5.3|365|91|21.5|4.6|0|12|0.0|1.0
97000US4107230|Lake Oswego School District 7J|4107230|2014-2018|102|7200|465|0|25|0.0|0.4|480|130|6.7|1.7|4320|388|60.0|3.2|2400|268|33.3|3.4|0|25|0.0|0.4
97000US2700162|Lake Park Audubon School District|2700162|2014-2018|102|865|104|0|12|0.0|2.0|80|40|9.2|4.3|505|66|58.4|4.9|280|51|32.4|4.6|0|12|0.0|2.0
97000US1600002|Lake Pend Oreille School District 84|1600002|2014-2018|102|4835|292|240|93|5.0|1.8|370|149|7.7|3.1|2755|256|57.0|3.8|1470|163|30.4|3.1|0|25|0.0|0.7
95000US4700154|Lakeland School System District|4700154|2014-2018|102|2005|265|225|117|11.2|5.4|165|104|8.2|5.1|1615|235|80.5|7.6|0|19|0.0|1.7|0|19|0.0|1.7
97000US3100112|Lakeview Community Schools|3100112|2014-2018|102|1190|233|65|34|5.5|3.0|120|65|10.1|4.6|730|172|61.3|6.9|275|95|23.1|7.2|0|13|0.0|1.7
97000US2700088|Lakeview School District|2700088|2014-2018|102|705|111|80|35|11.3|4.7|60|27|8.5|3.8|375|71|53.2|5.7|190|50|27.0|5.6|0|9|0.0|2.4
97000US4107280|Lakeview School District 7|4107280|2014-2018|102|750|77|0|17|0.0|4.2|75|58|10.0|7.8|490|83|65.3|8.5|185|44|24.7|5.3|0|17|0.0|4.2
97000US1303210|Lamar County School District|1303210|2014-2018|102|3095|161|175|107|5.7|3.3|230|106|7.4|3.5|1655|167|53.5|5.4|1035|186|33.4|5.8|0|21|0.0|1.3
96000US3000095|Lame Deer High School District|3000095|2014-2018|102|340|49|0|14|0.0|6.4|0|14|0.0|6.4|0|14|0.0|6.4|340|49|100.0|6.4|0|14|0.0|6.4
97000US5099925|Lamoille North Supervisory Union|5099925|2014-2018|102|2145|203|190|52|8.9|2.4|100|46|4.7|2.2|1265|172|59.0|5.0|590|124|27.5|5.2|0|15|0.0|0.9
97000US5099926|Lamoille South Supervisory Union|5099926|2014-2018|102|1590|203|130|73|8.2|4.4|95|59|6.0|3.7|900|163|56.6|8.2|470|128|29.6|6.8|0|15|0.0|1.2
97000US5507770|Lancaster Community School District|5507770|2014-2018|102|1155|134|105|64|9.1|5.7|110|51|9.5|4.7|635|104|55.0|8.2|305|126|26.4|9.1|0|12|0.0|1.5
97000US3200240|Lander County School District|3200240|2014-2018|102|1345|189|75|64|5.6|5.0|55|51|4.1|3.8|905|171|67.3|7.8|315|107|23.4|6.9|0|17|0.0|2.6
97000US1803720|Lanesville Community School Corporation|1803720|2014-2018|102|760|110|0|11|0.0|3.9|90|54|11.8|6.5|415|81|54.6|7.6|255|71|33.6|8.6|0|11|0.0|3.9
97000US1303240|Lanier County School District|1303240|2014-2018|102|1930|178|90|70|4.7|3.7|65|65|3.4|3.3|1300|165|67.4|8.2|475|172|24.6|7.9|0|21|0.0|2.0
97000US2600018|L'Anse Area Schools|2600018|2014-2018|102|815|76|0|10|0.0|2.7|55|26|6.7|3.2|475|71|58.3|6.2|285|52|35.0|5.5|0|10|0.0|2.7
97000US5507830|Laona School District|5507830|2014-2018|102|260|67|25|15|9.6|6.6|15|10|5.8|5.1|140|44|53.8|6.8|75|25|28.8|5.6|0|9|0.0|6.5
97000US2103180|Larue County School District|2103180|2014-2018|102|2410|96|0|18|0.0|1.2|160|89|6.6|3.6|1380|105|57.3|4.3|870|97|36.1|4.0|0|18|0.0|1.2
97000US2103210|Laurel County School District|2103210|2014-2018|102|10500|279|525|170|5.0|1.6|450|179|4.3|1.7|6590|259|62.8|2.6|2935|232|28.0|1.9|0|27|0.0|0.3
97000US1000810|Laurel School District|1000810|2014-2018|102|2820|357|115|61|4.1|2.1|200|104|7.1|3.5|1815|310|64.4|6.6|690|190|24.5|6.4|0|18|0.0|1.1
97000US3100004|Laurel-Concord Public Schools|3100004|2014-2018|102|285|64|30|19|10.5|6.2|30|17|10.5|6.2|160|42|56.1|7.1|65|24|22.8|6.8|0|9|0.0|6.8
97000US2103240|Lawrence County School District|2103240|2014-2018|102|2565|137|75|44|2.9|1.7|265|114|10.3|4.4|1590|159|62.0|5.3|635|76|24.8|2.7|0|18|0.0|1.2
97000US0500082|Lawrence County School District|0500082|2014-2018|102|1395|151|125|74|9.0|5.1|95|47|6.8|3.4|820|141|58.8|7.3|350|80|25.1|5.2|0|17|0.0|2.3
97000US0503420|Lead Hill School District|0503420|2014-2018|102|485|185|20|23|4.1|4.1|40|35|8.2|6.5|280|122|57.7|11.6|140|77|28.9|12.7|0|12|0.0|6.5
97000US4107380|Lebanon Community School District 9|4107380|2014-2018|102|4340|402|0|22|0.0|0.7|345|153|7.9|3.5|2845|363|65.6|5.9|1150|261|26.5|5.4|0|22|0.0|0.7
97000US2103270|Lee County School District|2103270|2014-2018|102|1040|55|0|16|0.0|2.8|40|27|3.8|2.7|625|68|60.1|5.9|380|58|36.5|5.6|0|16|0.0|2.8
97000US1303270|Lee County School District|1303270|2014-2018|102|6440|191|460|140|7.1|2.1|610|151|9.5|2.4|3470|221|53.9|3.2|1905|166|29.6|2.2|0|25|0.0|0.6
97000US0100011|Leeds City School District|0100011|2014-2018|102|2215|303|0|19|0.0|1.5|175|71|7.9|3.2|1435|245|64.8|7.3|600|187|27.1|7.1|0|19|0.0|1.5
