GeoId|Geography|LEAID|Year|Iteration|CDP02.11_92est|CDP02.11_92moe|CDP02.11_93est|CDP02.11_93moe|CDP02.11_93pct|CDP02.11_93pctmoe|CDP02.11_94est|CDP02.11_94moe|CDP02.11_94pct|CDP02.11_94pctmoe
97000US2003240|Mill Creek Valley Unified School District 329|2003240|2014-2018|102|405|66|400|65|98.8|1.5|370|63|91.4|5.5
97000US3173740|Millard Public Schools|3173740|2014-2018|102|15580|483|15525|489|99.6|0.3|15150|495|97.2|0.8
97000US4900540|Millard School District|4900540|2014-2018|102|1570|138|1540|137|98.1|1.9|1365|143|86.9|6.8
97000US2507890|Millbury School District|2507890|2014-2018|102|1385|129|1365|132|98.6|2.3|1355|129|97.8|2.5
97000US1303660|Miller County School District|1303660|2014-2018|102|650|103|505|104|77.7|8.5|390|104|60.0|10.7
97000US4700150|Millington Municipal School District|4700150|2014-2018|102|1690|186|1630|202|96.4|2.5|1410|232|83.4|8.8
97000US2507920|Millis School District|2507920|2014-2018|102|860|114|860|114|100.0|4.0|860|114|100.0|4.0
97000US2507980|Milton School District|2507980|2014-2018|102|3300|211|3300|211|100.0|1.1|3255|223|98.6|1.5
97000US3300616|Milton School District|3300616|2014-2018|102|415|81|375|86|90.4|11.7|350|84|84.3|13.3
97000US3173800|Minatare Public Schools|3173800|2014-2018|102|135|48|130|47|96.3|6.3|105|42|77.8|16.6
97000US3173830|Minden Public Schools|3173830|2014-2018|102|430|60|430|60|100.0|4.5|410|60|95.3|3.8
97000US3200330|Mineral County School District|3200330|2014-2018|102|350|82|350|82|100.0|9.5|295|79|84.3|10.8
97000US5400870|Mineral County School District|5400870|2014-2018|102|2560|294|2290|292|89.5|5.7|2230|283|87.1|5.9
97000US5400900|Mingo County School District|5400900|2014-2018|102|3220|309|3005|309|93.3|3.0|2735|312|84.9|4.4
97000US2700019|Minnewaska School District|2700019|2014-2018|102|920|83|895|81|97.3|2.0|795|71|86.4|5.7
97000US1303690|Mitchell County School District|1303690|2014-2018|102|2015|253|1895|251|94.0|3.9|1670|220|82.9|6.1
97000US3703000|Mitchell County Schools|3703000|2014-2018|102|1320|189|1185|166|89.8|5.9|1130|167|85.6|6.3
97000US3173890|Mitchell Public Schools|3173890|2014-2018|102|345|69|335|70|97.1|4.1|295|69|85.5|7.8
97000US4680441|Mobridge-Pollock School District 62-6|4680441|2014-2018|102|355|87|265|78|74.6|12.7|255|79|71.8|12.9
97000US3800050|Mohall-Lansford-Sherwood Public School District 1|3800050|2014-2018|102|170|47|170|47|100.0|11.1|150|47|88.2|10.4
97000US2507990|Mohawk Trail School District|2507990|2014-2018|102|670|99|655|99|97.8|2.1|585|94|87.3|5.2
97000US1700320|Monmouth-Roseville Community Unit School District 238|1700320|2014-2018|102|1090|154|1055|155|96.8|3.3|965|142|88.5|7.7
97000US2500544|Monomoy Regional School District|2500544|2014-2018|102|1245|153|1230|156|98.8|1.8|1215|155|97.6|2.9
97000US5400930|Monongalia School District|5400930|2014-2018|102|8045|386|7910|409|98.3|0.9|7615|401|94.7|1.4
97000US1807080|Monroe Central School Corporation|1807080|2014-2018|102|580|93|565|94|97.4|2.3|450|73|77.6|8.4
97000US1800630|Monroe County Community School Corporation|1800630|2014-2018|102|9630|434|9355|436|97.1|1.4|8555|448|88.8|2.4
97000US1303720|Monroe County School District|1303720|2014-2018|102|2445|283|2260|277|92.4|4.6|1995|255|81.6|6.1
97000US4703000|Monroe County School District|4703000|2014-2018|102|3495|282|3190|279|91.3|3.5|2885|287|82.5|4.5
97000US5400960|Monroe County School District|5400960|2014-2018|102|1205|165|1180|166|97.9|2.4|1035|176|85.9|7.4
97000US3900094|Monroe Local School District|3900094|2014-2018|102|1775|193|1775|193|100.0|1.7|1755|194|98.9|1.5
97000US0803090|Montezuma-Cortez School District RE-1|0803090|2014-2018|102|1895|244|1635|231|86.3|7.0|1160|226|61.2|10.7
97000US2400480|Montgomery County Public Schools|2400480|2014-2018|102|116555|1383|115060|1485|98.7|0.3|109840|1506|94.2|0.5
97000US1303750|Montgomery County School District|1303750|2014-2018|102|865|119|815|117|94.2|4.3|685|113|79.2|8.3
97000US3703060|Montgomery County Schools|3703060|2014-2018|102|2840|303|2545|307|89.6|4.6|2265|306|79.8|6.1
97000US4703060|Moore County School District|4703060|2014-2018|102|600|109|560|110|93.3|6.2|430|95|71.7|11.2
97000US3703090|Moore County Schools|3703090|2014-2018|102|8505|450|8110|429|95.4|2.1|7835|421|92.1|2.3
97000US3703120|Mooresville City Schools|3703120|2014-2018|102|3895|283|3830|289|98.3|1.4|3485|275|89.5|3.7
97000US1807140|Mooresville Consolidated School Corporation|1807140|2014-2018|102|2880|261|2815|257|97.7|1.9|2695|240|93.6|3.7
97000US1303780|Morgan County School District|1303780|2014-2018|102|1935|187|1825|183|94.3|4.5|1655|179|85.5|5.4
97000US4703090|Morgan County School District|4703090|2014-2018|102|2260|205|2060|192|91.2|4.1|1860|195|82.3|5.1
97000US5400990|Morgan County School District|5400990|2014-2018|102|1710|204|1670|197|97.7|2.9|1485|163|86.8|6.4
97000US4900570|Morgan School District|4900570|2014-2018|102|1505|142|1505|142|100.0|2.0|1485|142|98.7|1.4
97000US3100097|Morrill Public Schools|3100097|2014-2018|102|325|69|315|66|96.9|5.2|250|60|76.9|13.2
97000US2700383|Morris Area Public Schools|2700383|2014-2018|102|640|63|630|62|98.4|1.9|595|63|93.0|3.3
97000US2803000|Moss Point School District|2803000|2014-2018|102|1545|244|1475|244|95.5|3.3|1300|226|84.1|4.8
97000US3800046|Mott-Regent Public School District 1|3800046|2014-2018|102|150|30|150|30|100.0|12.5|130|29|86.7|10.8
97000US3703210|Mount Airy City Schools|3703210|2014-2018|102|1090|161|1030|171|94.5|5.5|800|145|73.4|9.9
97000US1807230|Mount Pleasant Township Community School Corporation|1807230|2014-2018|102|1465|166|1440|169|98.3|2.4|1410|168|96.2|3.9
97000US1807260|Mount Vernon Community School Corporation|1807260|2014-2018|102|2840|307|2840|307|100.0|1.0|2675|309|94.2|4.7
97000US1807290|Mount Vernon Metropolitan School District|1807290|2014-2018|102|1790|188|1775|188|99.2|1.3|1545|179|86.3|6.0
97000US0500043|Mountain Home School District|0500043|2014-2018|102|2805|332|2620|286|93.4|5.0|2405|285|85.7|4.6
97000US2700001|Mountain Iron-Buhl School District|2700001|2014-2018|102|365|66|345|69|94.5|8.5|300|65|82.2|13.2
97000US1600139|Mountain View School District 244|1600139|2014-2018|102|850|158|845|158|99.4|1.1|770|161|90.6|5.5
97000US2100081|Muhlenberg County School District|2100081|2014-2018|102|3310|285|3095|265|93.5|3.3|2845|265|86.0|4.2
97000US1807320|Muncie Community Schools|1807320|2014-2018|102|5845|337|5610|335|96.0|2.0|4730|328|80.9|3.5
97000US1807350|Munster School Town|1807350|2014-2018|102|2060|165|2060|165|100.0|1.4|2025|171|98.3|1.7
95000US4703150|Murfreesboro City School District|4703150|2014-2018|102|11135|714|10835|703|97.3|1.2|9640|689|86.6|3.3
97000US2700090|Murray County Central School District|2700090|2014-2018|102|455|42|450|42|98.9|0.9|420|41|92.3|5.4
97000US1303840|Murray County School District|1303840|2014-2018|102|5180|357|4890|378|94.4|2.4|4615|379|89.1|3.2
97000US4900600|Murray School District|4900600|2014-2018|102|3305|291|3305|291|100.0|0.9|2865|299|86.7|5.1
97000US0600029|Murrieta Valley Unified School District|0600029|2014-2018|102|13130|609|13000|604|99.0|0.7|12595|589|95.9|1.3
97000US1303870|Muscogee County School District|1303870|2014-2018|102|19810|717|18825|698|95.0|1.1|16680|690|84.2|1.9
97000US4100640|Myrtle Point School District 41|4100640|2014-2018|102|330|96|305|94|92.4|10.3|295|95|89.4|10.8
97000US4400660|Narragansett School District|4400660|2014-2018|102|1045|150|1010|155|96.7|5.0|950|150|90.9|8.2
97000US3703270|Nash-Rocky Mount Schools|3703270|2014-2018|102|11685|564|11235|554|96.1|1.4|9925|605|84.9|2.8
97000US2803030|Natchez-Adams School District|2803030|2014-2018|102|2950|236|2705|246|91.7|3.3|2575|228|87.3|3.6
97000US0600036|Natomas Unified School District|0600036|2014-2018|102|9225|511|9145|514|99.1|0.8|8630|532|93.6|2.5
97000US4900630|Nebo School District|4900630|2014-2018|102|17670|350|17530|356|99.2|0.4|16615|355|94.0|0.9
97000US3174160|Nebraska City Public Schools|3174160|2014-2018|102|945|96|895|105|94.7|5.2|810|103|85.7|7.8
97000US3100119|Nebraska Unified District 1|3100119|2014-2018|102|215|45|190|38|88.4|9.3|175|38|81.4|9.5
97000US3174220|Neligh-Oakdale Schools|3174220|2014-2018|102|235|44|230|43|97.9|6.9|210|41|89.4|7.9
95000US2907320|Nell Holcomb R-IV School District|2907320|2014-2018|102|270|84|265|84|98.1|3.6|260|84|96.3|4.2
97000US2000353|Nemaha Unified School District 115|2000353|2014-2018|102|355|63|345|62|97.2|3.2|330|61|93.0|5.3
97000US2803060|Neshoba County School District|2803060|2014-2018|102|2470|245|2285|216|92.5|3.9|1825|246|73.9|5.7
97000US1807380|Nettle Creek School Corporation|1807380|2014-2018|102|800|102|745|103|93.1|4.2|665|102|83.1|7.5
97000US2803090|Nettleton School District|2803090|2014-2018|102|625|144|610|141|97.6|3.4|535|141|85.6|9.8
97000US0500030|Nevada School District|0500030|2014-2018|102|335|115|290|107|86.6|11.6|150|62|44.8|16.1
97000US2803120|New Albany Public Schools|2803120|2014-2018|102|915|162|880|157|96.2|3.3|775|156|84.7|6.5
97000US1807410|New Albany-Floyd County Consolidated Schools|1807410|2014-2018|102|7865|374|7510|403|95.5|1.9|6565|378|83.5|3.0
97000US1807440|New Castle Community School Corporation|1807440|2014-2018|102|2425|174|2290|170|94.4|3.3|2105|183|86.8|4.4
97000US1807470|New Durham Township Metropolitan School District|1807470|2014-2018|102|510|86|495|86|97.1|5.4|470|88|92.2|7.2
97000US3800027|New England Public School District 9|3800027|2014-2018|102|115|37|115|37|100.0|15.9|115|37|100.0|15.9
97000US3703330|New Hanover County Schools|3703330|2014-2018|102|20900|843|19725|876|94.4|1.6|18590|805|88.9|1.8
95000US1700103|New Holland-Middletown Elementary School District 88|1700103|2014-2018|102|85|29|85|29|100.0|27.1|80|28|94.1|6.7
97000US2900004|New Madrid County R-I School District|2900004|2014-2018|102|1135|141|1095|139|96.5|2.2|960|144|84.6|6.3
97000US1807560|New Prairie United School Corporation|1807560|2014-2018|102|1670|230|1655|229|99.1|1.0|1520|229|91.0|5.3
97000US3800059|New Rockford-Sheyenne Public School District 2|3800059|2014-2018|102|160|41|160|41|100.0|11.7|145|41|90.6|11.4
97000US4503030|Newberry County School District|4503030|2014-2018|102|4090|328|3625|329|88.6|3.6|3155|320|77.1|4.2
97000US3174340|Newman Grove Public Schools|3174340|2014-2018|102|135|43|135|43|100.0|13.7|135|43|100.0|13.7
95000US4703210|Newport City School District|4703210|2014-2018|102|470|146|400|137|85.1|13.6|320|140|68.1|20.4
97000US0500023|Newport School District|0500023|2014-2018|102|860|177|770|185|89.5|8.5|695|183|80.8|9.1
97000US4400720|Newport School District|4400720|2014-2018|102|1840|177|1730|194|94.0|4.1|1560|194|84.8|6.1
97000US2803150|Newton County School District|2803150|2014-2018|102|1705|192|1675|195|98.2|1.5|1425|189|83.6|5.4
97000US1303930|Newton County School District|1303930|2014-2018|102|13345|755|12950|749|97.0|1.4|11885|756|89.1|2.9
97000US2803180|Newton Municipal School|2803180|2014-2018|102|795|155|725|150|91.2|7.7|525|123|66.0|12.7
97000US3703360|Newton-Conover City Schools|3703360|2014-2018|102|2230|308|2035|290|91.3|6.1|2025|288|90.8|4.7
97000US1807620|Nineveh-Hensley-Jackson United School Corporation|1807620|2014-2018|102|1040|135|1035|134|99.5|1.3|955|134|91.8|4.7
97000US3174370|Niobrara Public Schools|3174370|2014-2018|102|55|16|45|12|81.8|11.7|40|13|72.7|15.0
95000US1700222|Nippersink School District 2|1700222|2014-2018|102|875|131|875|131|100.0|3.1|870|128|99.4|0.8
97000US1807650|Noblesville Schools|1807650|2014-2018|102|7560|330|7530|334|99.6|0.4|7280|338|96.3|1.3
97000US0200570|Nome School District|0200570|2014-2018|102|515|67|500|65|97.1|2.8|425|53|82.5|5.1
97000US3174430|Norfolk Public Schools|3174430|2014-2018|102|3455|249|3360|251|97.3|1.5|3110|241|90.0|3.1
97000US2700101|Norman County East School District|2700101|2014-2018|102|185|29|170|29|91.9|6.4|150|28|81.1|9.7
97000US2791448|Norman County West School District|2791448|2014-2018|102|150|30|130|29|86.7|9.9|120|31|80.0|12.5
97000US1700004|Norris City-Omaha-Enfield Community Unit School District 3|1700004|2014-2018|102|550|77|545|77|99.1|1.3|480|75|87.3|6.7
97000US3100088|Norris School District 160|3100088|2014-2018|102|1315|132|1310|133|99.6|1.0|1270|126|96.6|2.4
97000US1807680|North Adams Community Schools|1807680|2014-2018|102|1615|207|1530|204|94.7|5.0|1395|185|86.4|7.2
97000US3100115|North Bend Central Public Schools|3100115|2014-2018|102|365|81|365|81|100.0|5.3|310|75|84.9|10.2
97000US2800186|North Bolivar Consolidated School District|2800186|2014-2018|102|535|102|465|98|86.9|8.6|300|77|56.1|10.4
97000US3800054|North Border School District 100|3800054|2014-2018|102|215|36|215|36|100.0|8.9|205|32|95.3|6.2
97000US1903450|North Butler Community School District|1903450|2014-2018|102|315|53|310|53|98.4|4.0|305|53|96.8|4.2
97000US1800118|North Central Parke Community School Corporation|1800118|2014-2018|102|800|138|680|128|85.0|7.1|640|117|80.0|8.4
97000US2000028|North Central-Washington Schools Unified School District 108|2000028|2014-2018|102|245|47|240|45|98.0|4.0|185|40|75.5|10.8
97000US1700110|North Chicago School District 187|1700110|2014-2018|102|2105|216|2040|216|96.9|2.0|1895|222|90.0|4.6
97000US3600971|North Colonie Central School District|3600971|2014-2018|102|3560|272|3540|269|99.4|0.8|3345|274|94.0|3.6
97000US5099931|North Country Supervisory Union|5099931|2014-2018|102|1960|166|1875|161|95.7|2.3|1740|159|88.8|4.0
97000US1807710|North Daviess Community Schools|1807710|2014-2018|102|1025|118|655|108|63.9|10.5|615|105|60.0|10.3
97000US1900006|North Fayette Community School District|1900006|2014-2018|102|545|78|535|78|98.2|1.9|515|76|94.5|4.7
97000US1807770|North Gibson School Corporation|1807770|2014-2018|102|1360|178|1335|177|98.2|2.0|1225|177|90.1|4.4
97000US1800690|North Harrison Community School Corporation|1800690|2014-2018|102|1145|175|1145|175|100.0|2.6|920|151|80.3|9.6
97000US0903030|North Haven School District|0903030|2014-2018|102|2205|167|2205|167|100.0|1.6|2155|169|97.7|2.0
97000US1807800|North Judson-San Pierre School Corporation|1807800|2014-2018|102|770|136|760|134|98.7|1.8|640|119|83.1|9.7
97000US4400750|North Kingstown School District|4400750|2014-2018|102|3010|206|2975|210|98.8|1.2|2900|198|96.3|2.6
97000US1807830|North Knox School Corporation|1807830|2014-2018|102|845|159|830|157|98.2|2.2|605|109|71.6|14.4
97000US1807860|North Lawrence Community Schools|1807860|2014-2018|102|3990|301|3730|295|93.5|3.1|3330|284|83.5|4.2
97000US2003210|North Lyon County Unified School District 251|2003210|2014-2018|102|335|70|330|70|98.5|1.8|305|71|91.0|4.7
97000US1807890|North Miami Community Schools|1807890|2014-2018|102|590|92|565|86|95.8|5.6|525|82|89.0|8.1
97000US1807900|North Montgomery Community School Corporation|1807900|2014-2018|102|1215|143|1165|146|95.9|3.6|1115|146|91.8|5.1
97000US1807920|North Newton School Corporation|1807920|2014-2018|102|855|155|850|157|99.4|1.0|770|169|90.1|8.3
97000US2803210|North Panola School District|2803210|2014-2018|102|1065|237|910|230|85.4|7.5|615|205|57.7|13.1
97000US2803240|North Pike School District|2803240|2014-2018|102|1175|156|1015|148|86.4|8.1|975|148|83.0|8.1
97000US3100022|North Platte Public Schools|3100022|2014-2018|102|3450|282|3440|286|99.7|0.7|3165|289|91.7|3.3
97000US1807950|North Posey County Schools Metropolitan School District|1807950|2014-2018|102|1010|108|1010|108|100.0|2.9|905|118|89.6|6.8
97000US4400780|North Providence School District|4400780|2014-2018|102|3080|270|2995|275|97.2|2.0|2935|272|95.3|3.0
97000US1807980|North Putnam Community Schools|1807980|2014-2018|102|995|136|985|137|99.0|1.1|820|138|82.4|7.5
97000US4900660|North Sanpete School District|4900660|2014-2018|102|1215|150|1195|150|98.4|1.8|1085|150|89.3|4.7
97000US4100020|North Santiam School District 29J|4100020|2014-2018|102|1590|185|1580|184|99.4|0.9|1505|191|94.7|3.8
97000US3814290|North Sargent Public School District 3|3814290|2014-2018|102|170|31|170|31|100.0|11.1|160|31|94.1|6.7
95000US1700119|North Shore School District 112|1700119|2014-2018|102|3395|208|3390|209|99.9|0.3|3335|202|98.2|1.7
97000US0200610|North Slope Borough School District|0200610|2014-2018|102|940|106|895|96|95.2|2.6|765|88|81.4|5.5
97000US4400810|North Smithfield School District|4400810|2014-2018|102|1245|170|1155|164|92.8|7.7|1115|169|89.6|7.8
96000US3000097|North Star High School District|3000097|2014-2018|102|45|24|45|24|100.0|36.7|45|24|100.0|36.7
97000US3800390|North Star School District|3800390|2014-2018|102|190|45|190|45|100.0|10.0|175|44|92.1|13.1
97000US0903060|North Stonington School District|0903060|2014-2018|102|560|95|560|95|100.0|6.1|535|93|95.5|6.2
97000US4900690|North Summit School District|4900690|2014-2018|102|705|132|695|132|98.6|1.9|690|132|97.9|2.0
97000US2803270|North Tippah School District|2803270|2014-2018|102|890|196|795|180|89.3|9.1|645|181|72.5|12.4
97000US1903850|North Union Community School District|1903850|2014-2018|102|310|46|280|46|90.3|9.1|270|45|87.1|10.0
97000US4100048|North Wasco School District 21|4100048|2014-2018|102|2305|181|2180|179|94.6|3.5|1945|186|84.4|6.1
97000US3703420|Northampton County Schools|3703420|2014-2018|102|2005|228|1850|234|92.3|3.9|1260|222|62.8|8.4
97000US2003480|Northeast Unified School District 246|2003480|2014-2018|102|385|74|365|73|94.8|4.7|330|69|85.7|8.5
97000US3800044|Northern Cass Public School District 97|3800044|2014-2018|102|230|43|230|42|100.0|8.3|220|42|95.7|3.0
96000US0603030|Northern Humboldt Union High School District|0603030|2014-2018|102|1280|216|1280|216|100.0|2.7|1225|217|95.7|2.8
97000US2003270|Northern Valley Unified School District 212|2003270|2014-2018|102|125|47|125|47|100.0|18.0|120|47|96.0|6.0
97000US5503860|Northland Pines School District|5503860|2014-2018|102|1055|106|1040|106|98.6|2.0|930|98|88.2|4.8
97000US2314824|Northport Public Schools|2314824|2014-2018|102|160|45|160|45|100.0|13.1|150|45|93.8|5.5
97000US0200625|Northwest Arctic Borough School District|0200625|2014-2018|102|1000|64|905|64|90.5|1.7|775|63|77.5|3.0
97000US3174580|Northwest Public Schools|3174580|2014-2018|102|325|65|315|66|96.9|4.4|290|63|89.2|6.6
97000US3814340|Northwood Public School District 129|3814340|2014-2018|102|115|41|115|40|100.0|15.9|105|39|91.3|6.9
97000US0903090|Norwalk School District|0903090|2014-2018|102|9275|427|9020|440|97.3|1.5|8725|437|94.1|2.0
97000US0903120|Norwich School District|0903120|2014-2018|102|4320|328|4270|330|98.8|1.1|3990|355|92.4|3.3
95000US3000090|Noxon Elementary School District|3000090|2014-2018|102|75|39|65|37|86.7|20.6|65|37|86.7|20.6
97000US2803300|Noxubee County School District|2803300|2014-2018|102|1230|155|1160|157|94.3|4.6|930|168|75.6|9.0
97000US2700089|NRHEG School District|2700089|2014-2018|102|535|66|535|66|100.0|3.2|510|65|95.3|3.3
97000US3200360|Nye County School District|3200360|2014-2018|102|3055|371|2935|351|96.1|2.8|2595|316|84.9|5.3
97000US4703240|Oak Ridge City School District|4703240|2014-2018|102|3165|248|3125|251|98.7|1.6|2790|250|88.2|4.6
97000US0600062|Oakdale Joint Unified School District|0600062|2014-2018|102|3165|306|3120|304|98.6|1.7|2945|305|93.0|3.1
96000US0699013|Oakdale Joint Unified School District (9-12)|0699013|2014-2018|102|105|35|105|35|100.0|27.7|100|36|95.2|8.6
97000US3814500|Oakes Public School District 41|3814500|2014-2018|102|325|49|325|49|100.0|6.0|310|46|95.4|4.4
97000US3174640|Oakland Craig Public Schools|3174640|2014-2018|102|230|42|220|41|95.7|6.7|195|38|84.8|9.1
97000US4703270|Obion County School District|4703270|2014-2018|102|2195|190|2075|175|94.5|3.0|1860|173|84.7|4.2
97000US2803360|Ocean Springs School District|2803360|2014-2018|102|3495|460|3425|476|98.0|1.9|3335|456|95.4|3.0
97000US4503060|Oconee County School District|4503060|2014-2018|102|7350|425|7170|405|97.6|1.2|6075|410|82.7|3.1
97000US1303960|Oconee County School District|1303960|2014-2018|102|5325|284|5280|294|99.2|0.9|4840|290|90.9|3.2
97000US3174760|Ogallala Public Schools|3174760|2014-2018|102|680|101|655|98|96.3|4.0|645|96|94.9|4.3
97000US4900720|Ogden School District|4900720|2014-2018|102|8660|415|8405|403|97.1|1.2|7200|402|83.1|2.9
97000US1303990|Oglethorpe County School District|1303990|2014-2018|102|1655|165|1415|162|85.5|5.2|1175|151|71.0|5.7
97000US1700223|Okaw Valley Community Unit School District 302|1700223|2014-2018|102|400|79|385|78|96.3|4.7|360|76|90.0|6.1
97000US4000021|Oklahoma Union Public Schools|4000021|2014-2018|102|355|43|350|43|98.6|2.3|235|44|66.2|8.3
97000US1900021|Okoboji Community School District|1900021|2014-2018|102|755|95|745|93|98.7|1.9|700|103|92.7|5.3
97000US2803390|Okolona Separate School District|2803390|2014-2018|102|680|175|655|180|96.3|4.5|470|135|69.1|14.7
97000US0903180|Old Saybrook School District|0903180|2014-2018|102|960|147|960|147|100.0|3.6|910|133|94.8|8.1
97000US4000797|Olustee-Eldorado Public Schools|4000797|2014-2018|102|165|42|155|39|93.9|6.5|140|39|84.8|11.4
97000US3174820|Omaha Public Schools|3174820|2014-2018|102|39250|858|36395|862|92.7|1.0|33785|850|86.1|1.1
97000US3600013|Oneida City School District|3600013|2014-2018|102|1570|203|1405|202|89.5|6.3|1310|198|83.4|7.5
97000US3174850|O'Neill Public Schools|3174850|2014-2018|102|555|70|520|68|93.7|4.8|505|70|91.0|5.5
97000US3703450|Onslow County Schools|3703450|2014-2018|102|17345|822|16990|814|98.0|0.9|15810|804|91.2|1.9
97000US3703480|Orange County Schools|3703480|2014-2018|102|5390|360|5295|348|98.2|1.4|5035|375|93.4|3.2
97000US5099927|Orange East Supervisory Union|5099927|2014-2018|102|1130|112|1075|122|95.1|3.0|1000|117|88.5|4.2
97000US5099929|Orange North Supervisory Union|5099929|2014-2018|102|510|82|505|82|99.0|1.2|460|107|90.2|8.8
95000US0903210|Orange School District|0903210|2014-2018|102|860|106|860|106|100.0|4.0|860|106|100.0|4.0
97000US5099928|Orange Southwest Supervisory Union|5099928|2014-2018|102|650|96|620|97|95.4|5.4|570|95|87.7|7.5
97000US5099930|Orange Windsor Supervisory Union|5099930|2014-2018|102|765|99|760|98|99.3|0.9|680|100|88.9|4.5
97000US4503150|Orangeburg School District 3|4503150|2014-2018|102|1530|216|1305|200|85.3|6.9|1005|190|65.7|10.4
97000US4503180|Orangeburg School District 4|4503180|2014-2018|102|1880|286|1785|282|94.9|4.1|1560|267|83.0|6.5
97000US4503210|Orangeburg School District 5|4503210|2014-2018|102|4270|384|3925|347|91.9|2.9|3315|349|77.6|4.4
97000US3174940|Ord Public Schools|3174940|2014-2018|102|350|37|330|40|94.3|6.6|325|41|92.9|7.1
97000US0600045|Orland Joint Unified School District|0600045|2014-2018|102|1420|202|1360|197|95.8|3.0|1255|195|88.4|6.1
96000US0699005|Orland Joint Unified School District (9-12)|0699005|2014-2018|102|45|22|45|22|100.0|45.9|40|20|88.9|18.4
97000US5099934|Orleans Central Supervisory Union|5099934|2014-2018|102|770|79|725|78|94.2|4.3|630|82|81.8|6.0
97000US5099935|Orleans Southwest Supervisory Union|5099935|2014-2018|102|810|90|770|89|95.1|6.7|735|89|90.7|7.2
97000US2700328|Ortonville Public Schools|2700328|2014-2018|102|295|45|280|45|94.9|5.4|250|44|84.7|5.9
97000US3175000|Osceola Public Schools|3175000|2014-2018|102|220|39|220|39|100.0|8.7|210|38|95.5|5.6
97000US3175030|Osmond Public Schools|3175030|2014-2018|102|140|44|140|44|100.0|13.3|130|39|92.9|11.3
97000US2000015|Ottawa Unified School District 290|2000015|2014-2018|102|1540|185|1460|169|94.8|4.2|1250|169|81.2|7.6
97000US0500073|Ouachita River School District|0500073|2014-2018|102|460|142|450|141|97.8|3.4|335|98|72.8|12.0
97000US4703330|Overton County School District|4703330|2014-2018|102|2210|236|2040|226|92.3|4.5|1920|208|86.9|4.7
97000US3175060|Overton Public Schools|3175060|2014-2018|102|155|46|150|46|96.8|3.7|140|44|90.3|9.7
97000US2803450|Oxford School District|2803450|2014-2018|102|3365|370|3280|360|97.5|2.4|2965|352|88.1|5.1
97000US0903240|Oxford School District|0903240|2014-2018|102|1380|131|1380|131|100.0|2.5|1275|130|92.4|4.5
97000US0500076|Ozark Mountain School District|0500076|2014-2018|102|365|124|340|118|93.2|6.3|325|116|89.0|7.7
97000US3814730|Page Public School District 80|3814730|2014-2018|102|85|24|85|24|100.0|20.8|85|24|100.0|20.8
97000US0500051|Palestine-Wheatley School District|0500051|2014-2018|102|275|57|255|55|92.7|6.5|165|43|60.0|9.7
97000US3100089|Palmer Public Schools|3100089|2014-2018|102|135|44|130|44|96.3|5.0|120|45|88.9|9.1
97000US3175210|Palmyra District OR-1|3175210|2014-2018|102|390|63|390|63|100.0|5.0|380|62|97.4|3.4
97000US3703510|Pamlico County Schools|3703510|2014-2018|102|950|113|905|109|95.3|4.0|785|110|82.6|7.1
97000US1900025|Panorama Community School District|1900025|2014-2018|102|420|70|420|70|100.0|4.6|400|69|95.2|3.8
97000US3175270|Papillion-La Vista Public Schools|3175270|2014-2018|102|7745|329|7715|332|99.6|0.3|7610|325|98.3|0.9
97000US0500017|Paragould School District|0500017|2014-2018|102|2420|300|2385|304|98.6|1.5|2235|299|92.4|3.3
95000US4703360|Paris Special School District|4703360|2014-2018|102|1055|204|1025|197|97.2|3.9|785|180|74.4|11.1
97000US4900750|Park City School District|4900750|2014-2018|102|3310|213|3255|222|98.3|1.6|3155|228|95.3|2.6
97000US0803840|Park County School District RE-2|0803840|2014-2018|102|460|105|440|101|95.7|4.4|405|94|88.0|7.6
97000US3814880|Park River Public School District 78|3814880|2014-2018|102|190|43|170|38|89.5|12.1|145|32|76.3|15.7
97000US0803810|Park School District R-3|0803810|2014-2018|102|585|140|585|140|100.0|5.4|585|140|100.0|5.4
97000US3814940|Parshall Public School District 3|3814940|2014-2018|102|170|41|170|41|100.0|11.1|145|35|85.3|9.5
97000US2803480|Pascagoula-Gautier School District|2803480|2014-2018|102|3570|325|3325|329|93.1|3.3|2995|322|83.9|4.5
97000US0600048|Paso Robles Joint Unified School District|0600048|2014-2018|102|3985|409|3595|393|90.2|5.0|3245|364|81.4|6.1
96000US0699010|Paso Robles Joint Unified School District (9-12)|0699010|2014-2018|102|225|96|195|83|86.7|19.4|190|83|84.4|19.3
97000US3703540|Pasquotank County Schools|3703540|2014-2018|102|4330|308|4180|315|96.5|2.2|3825|306|88.3|3.0
97000US2803510|Pass Christian Public School District|2803510|2014-2018|102|1325|215|1210|223|91.3|6.5|1155|226|87.2|7.5
97000US3175330|Pawnee City Public Schools|3175330|2014-2018|102|140|34|120|35|85.7|12.5|120|33|85.7|10.5
97000US4400840|Pawtucket School District|4400840|2014-2018|102|7940|408|7410|418|93.3|2.0|6950|388|87.5|2.6
97000US3175360|Paxton Consolidated Schools|3175360|2014-2018|102|135|46|125|41|92.6|10.5|120|40|88.9|10.1
97000US1707650|Paxton-Buckley-Loda Community Unit School District 10|1707650|2014-2018|102|945|109|925|110|97.9|2.8|895|115|94.7|4.3
97000US1999017|PCM Community School District|1999017|2014-2018|102|845|116|840|117|99.4|0.8|800|115|94.7|3.5
